utt,extractions
the leftover victims that should give us the other points what do you guys think,"[{'attachments': [], 'end_offset': 21, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victims', 'start_offset': 14}]"
that sounds good so does it tell you which rooms are which,"[{'attachments': [], 'end_offset': 17, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement2', 'span': 'sounds good', 'start_offset': 6}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 33, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'tell', 'start_offset': 29}]}, 'attachments': [{'agentType': 'Entity', 'labels': ['Entity', 'Concept'], 'span': [5], 'text': 'it'}], 'end_offset': 33, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'does it tell', 'start_offset': 21}]"
it tells me which it has like so for example it says severe and it shows me three rooms those being i4a E5 C4 so it gives me three of the rooms not every room that would have a critical,"[{'attachments': [], 'end_offset': 110, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'C4', 'start_offset': 108}, {'attachments': [], 'end_offset': 186, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 178}, {'attachments': [], 'end_offset': 107, 'labels': ['E5', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e5', 'span': 'E5', 'start_offset': 105}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 186, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 178}]}, 'attachments': [], 'end_offset': 186, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'have a critical', 'start_offset': 171}]"
purse,[]
wait you said i4a C4 and which other room,"[{'attachments': [], 'end_offset': 21, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'C4', 'start_offset': 19}]"
E5,"[{'attachments': [], 'end_offset': 3, 'labels': ['E5', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e5', 'span': 'E5', 'start_offset': 1}]"
B5 so those ones are more likely to be severe,"[{'attachments': [], 'end_offset': 3, 'labels': ['B5', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b5', 'span': 'B5', 'start_offset': 1}]"
yeah those ones are severe damage rooms and those ones are going to be more likely to have the critical victims,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}, {'attachments': [], 'end_offset': 112, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victims', 'start_offset': 96}, {'attachments': [], 'end_offset': 34, 'labels': ['Damage', 'PuzzleConcept', 'Concept'], 'rule': 'damage', 'span': 'damage', 'start_offset': 28}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 112, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victims', 'start_offset': 96}]}, 'attachments': [], 'end_offset': 112, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'have the critical victims', 'start_offset': 87}]"
pass,[]
okay so this is the medic speaking I just got a list of rooms where meetings happen so I assume that these are the rooms that are most likely to have people and then so these are the rooms that we should check first C4 E5 and i4a were all included on that waste as well as A2 B9 D2 I2 M3 M1 but i-i have its we don't need to remember that but they're spread out,"[{'attachments': [], 'end_offset': 276, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 274}, {'attachments': [], 'end_offset': 77, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 69}, {'arguments': {'action': [{'attachments': [], 'end_offset': 334, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'remember', 'start_offset': 326}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [67], 'text': 'we'}, {'type': 'Negation', 'value': True}], 'end_offset': 334, 'labels': ['NeedAction', 'Need', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'prep_need_action', 'span': 'need to remember', 'start_offset': 318}, {'arguments': {'second': [{'attachments': [], 'end_offset': 189, 'labels': ['Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_detection', 'span': 'rooms', 'start_offset': 184}]}, 'attachments': [], 'end_offset': 189, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then so these are the rooms', 'start_offset': 162}, {'arguments': {'target': [{'attachments': [], 'end_offset': 222, 'labels': ['E5', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e5', 'span': 'E5', 'start_offset': 220}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [40], 'text': 'we'}], 'end_offset': 222, 'labels': ['Search', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'lemma_verb_dobj-search', 'span': 'check first C4 E5', 'start_offset': 205}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 279, 'labels': ['B9', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b9', 'span': 'B9', 'start_offset': 277}, {'attachments': [], 'end_offset': 219, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'C4', 'start_offset': 217}, {'attachments': [], 'end_offset': 282, 'labels': ['D2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d2', 'span': 'D2', 'start_offset': 280}, {'attachments': [], 'end_offset': 222, 'labels': ['E5', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e5', 'span': 'E5', 'start_offset': 220}, {'attachments': [], 'end_offset': 285, 'labels': ['I2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_i2', 'span': 'I2', 'start_offset': 283}, {'attachments': [], 'end_offset': 291, 'labels': ['M1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m1', 'span': 'M1', 'start_offset': 289}, {'attachments': [], 'end_offset': 288, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 286}, {'attachments': [], 'end_offset': 26, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 21}]"
meetings at work by C so this is engineer I,"[{'attachments': [], 'end_offset': 42, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 34}, {'attachments': [], 'end_offset': 9, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 1}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
notice you said M3 B9 A2 I2 those i c are mild and I2 is moderate so we could go down the list of severe to moderate to mild damage to get the I guess the most concentration of critical victims,"[{'attachments': [], 'end_offset': 25, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 23}, {'attachments': [], 'end_offset': 22, 'labels': ['B9', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b9', 'span': 'B9', 'start_offset': 20}, {'attachments': [], 'end_offset': 194, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victims', 'start_offset': 178}, {'arguments': {'type': [{'attachments': [], 'end_offset': 125, 'labels': ['MildDamage', 'Damage', 'PuzzleConcept', 'Concept'], 'rule': 'mild_damage', 'span': 'mild', 'start_offset': 121}]}, 'attachments': [], 'end_offset': 132, 'labels': ['Damage', 'PuzzleConcept', 'Concept'], 'rule': 'damage', 'span': 'mild damage', 'start_offset': 121}, {'attachments': [], 'end_offset': 54, 'labels': ['I2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_i2', 'span': 'I2', 'start_offset': 52}, {'attachments': [], 'end_offset': 28, 'labels': ['I2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_i2', 'span': 'I2', 'start_offset': 26}, {'attachments': [], 'end_offset': 19, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 17}]"
so you said I2 is moderate,"[{'attachments': [], 'end_offset': 15, 'labels': ['I2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_i2', 'span': 'I2', 'start_offset': 13}]"
what are them,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 14, 'labels': ['Entity', 'Concept'], 'rule': 'them_token_capture', 'span': 'them', 'start_offset': 10}]}, 'attachments': [], 'end_offset': 14, 'labels': ['Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'information_gathering_question_that2', 'span': 'what are them', 'start_offset': 1}]"
yes M3 is mild B9 is mild and A2 or mild,"[{'attachments': [], 'end_offset': 33, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 31}, {'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 1}, {'attachments': [], 'end_offset': 18, 'labels': ['B9', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b9', 'span': 'B9', 'start_offset': 16}, {'attachments': [], 'end_offset': 7, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 5}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
and,[]
all right,"[{'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}]"
open for any information about D2 or M1,"[{'attachments': [], 'end_offset': 34, 'labels': ['D2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d2', 'span': 'D2', 'start_offset': 32}, {'attachments': [], 'end_offset': 40, 'labels': ['M1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m1', 'span': 'M1', 'start_offset': 38}]"
yeah D2 and M1 are moderate,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}, {'attachments': [], 'end_offset': 8, 'labels': ['D2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d2', 'span': 'D2', 'start_offset': 6}, {'attachments': [], 'end_offset': 15, 'labels': ['M1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m1', 'span': 'M1', 'start_offset': 13}]"
transporter did you have any information,"[{'attachments': [], 'end_offset': 12, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [{'value': 'past'}], 'end_offset': 25, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'have', 'start_offset': 21}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}, {'value': 'past'}], 'end_offset': 25, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'did you have', 'start_offset': 13}]"
oh,[]
yeah yeah so this is the transporter I have the types of meetings and how many attendees are at each door where at each management meeting lunch and project meeting had two or more attendees the facilities meeting security training Human Resources meeting,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 0}, {'attachments': [], 'end_offset': 36, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 25}, {'attachments': [], 'end_offset': 9, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 5}, {'attachments': [], 'end_offset': 105, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'door', 'start_offset': 101}, {'attachments': [], 'end_offset': 164, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 157}, {'attachments': [], 'end_offset': 231, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'training_token', 'span': 'training', 'start_offset': 223}, {'attachments': [], 'end_offset': 138, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 131}, {'attachments': [], 'end_offset': 213, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 206}, {'attachments': [], 'end_offset': 65, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 57}, {'attachments': [], 'end_offset': 255, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 248}, {'attachments': [], 'end_offset': 144, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'lunch_token', 'span': 'lunch', 'start_offset': 139}]"
had one attendee and the storage reorganization zoom2 meeting in zoom2 from office for canceled,"[{'attachments': [], 'end_offset': 61, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 54}]"
okay zoom2 from office has cancelled which other one was canceled,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
the storage reorganization and zoom,[]
B medic which room,"[{'attachments': [], 'end_offset': 8, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 3}]"
okay which this is medic which room had the most people,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 25, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 20}]"
management meeting lunch and project meeting,"[{'attachments': [], 'end_offset': 25, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'lunch_token', 'span': 'lunch', 'start_offset': 20}, {'attachments': [], 'end_offset': 45, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 38}, {'attachments': [], 'end_offset': 19, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 12}]"
and project we should yeah,"[{'attachments': [], 'end_offset': 26, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 22}]"
mmm,[]
so this is engineer room C4 this is one right really right in front of it says it's severe damage to this one should have a critical if we can get a medic to check,"[{'attachments': [], 'end_offset': 27, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'room C4', 'start_offset': 20}, {'arguments': {'condition': [{'arguments': {'topic': [{'attachments': [], 'end_offset': 146, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'get', 'start_offset': 143}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [29], 'text': 'we'}], 'end_offset': 146, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can get', 'start_offset': 139}], 'solution': [{'arguments': {'exists': [{'attachments': [], 'end_offset': 132, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 124}]}, 'attachments': [], 'end_offset': 132, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'have a critical', 'start_offset': 117}]}, 'attachments': [], 'end_offset': 146, 'labels': ['ContingentPlan', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'ConditionalIFGALLUP', 'span': 'have a critical if we can get', 'start_offset': 117}, {'attachments': [], 'end_offset': 132, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 124}, {'arguments': {'type': [{'attachments': [], 'end_offset': 90, 'labels': ['SevereDamage', 'Damage', 'PuzzleConcept', 'Concept'], 'rule': 'severe_damage', 'span': 'severe', 'start_offset': 84}]}, 'attachments': [], 'end_offset': 97, 'labels': ['Damage', 'PuzzleConcept', 'Concept'], 'rule': 'damage', 'span': 'severe damage', 'start_offset': 84}, {'attachments': [], 'end_offset': 19, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 11}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 132, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 124}]}, 'attachments': [], 'end_offset': 132, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'have a critical', 'start_offset': 117}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 146, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'get', 'start_offset': 143}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [29], 'text': 'we'}], 'end_offset': 146, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can get', 'start_offset': 139}, {'attachments': [], 'end_offset': 154, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 149}, {'arguments': {'location': [{'attachments': [], 'end_offset': 27, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'room C4', 'start_offset': 20}]}, 'attachments': [{'agentType': 'DemPron', 'labels': ['DemPron', 'Entity', 'Concept'], 'span': [1], 'text': 'this'}], 'end_offset': 27, 'labels': ['ReportLocation', 'ReportStatus', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'location_report', 'span': 'is engineer room C4', 'start_offset': 8}, {'attachments': [{'agentType': 'Medic', 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'span': [33], 'text': 'medic'}], 'end_offset': 163, 'labels': ['Search', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'i_am_searching', 'span': 'check', 'start_offset': 158}]"
yes when is coming here to wake them up with me,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 1}, {'arguments': {'target': [{'attachments': [], 'end_offset': 24, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'here', 'start_offset': 20}]}, 'attachments': [], 'end_offset': 24, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_deixis_action', 'span': 'coming here', 'start_offset': 13}]"
I'm gonna just take them outside the room and then the transporter can transfer friend too critical,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 80, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'transfer', 'start_offset': 72}]}, 'attachments': [{'agentType': 'Transporter', 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'span': [12], 'text': 'transporter'}], 'end_offset': 80, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can transfer', 'start_offset': 68}, {'attachments': [], 'end_offset': 51, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence2', 'span': 'then', 'start_offset': 47}, {'arguments': {'first': [{'attachments': [], 'end_offset': 20, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'take', 'start_offset': 16}], 'second': [{'arguments': {'topic': [{'attachments': [], 'end_offset': 80, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'transfer', 'start_offset': 72}]}, 'attachments': [{'agentType': 'Transporter', 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'span': [12], 'text': 'transporter'}], 'end_offset': 80, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can transfer', 'start_offset': 68}]}, 'attachments': [], 'end_offset': 80, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'take them outside the room and then the transporter can transfer', 'start_offset': 16}, {'attachments': [], 'end_offset': 67, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 56}]"
okay just remember to put down which type they are a b or c,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 0}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 41, 'labels': ['Type', 'Victim', 'Entity', 'Concept'], 'rule': 'victim_type_extraction', 'span': 'type', 'start_offset': 37}]}, 'attachments': [], 'end_offset': 41, 'labels': ['WhichVictimType', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'type_question', 'span': 'which type', 'start_offset': 31}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
I think we should head over after we're done with this to be the right side of the map this is the medic on the way because that has the most rooms that have,"[{'arguments': {'target': [{'attachments': [], 'end_offset': 87, 'labels': ['Map', 'Tool', 'Item', 'Concept'], 'rule': 'map_item', 'span': 'map', 'start_offset': 84}]}, 'attachments': [], 'end_offset': 87, 'labels': ['Location', 'EventLike', 'Concept'], 'rule': 'relative_location', 'span': 'right side of the map', 'start_offset': 66}, {'attachments': [], 'end_offset': 87, 'labels': ['Map', 'Tool', 'Item', 'Concept'], 'rule': 'map_item', 'span': 'map', 'start_offset': 84}, {'attachments': [], 'end_offset': 105, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 100}, {'attachments': [], 'end_offset': 34, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence2_after', 'span': 'after', 'start_offset': 29}, {'attachments': [], 'end_offset': 71, 'labels': ['Right', 'Relative', 'Direction', 'Concept'], 'rule': 'right_direction', 'span': 'right', 'start_offset': 66}]"
critical,[]
yeah I agree,"[{'attachments': [], 'end_offset': 13, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'agree', 'start_offset': 8}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}]"
this is C this yeah that's critical,"[{'attachments': [], 'end_offset': 20, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 16}]"
so so this is the transporter was this an a b or c victim okay,"[{'attachments': [], 'end_offset': 62, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 58}, {'attachments': [], 'end_offset': 29, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 18}, {'attachments': [], 'end_offset': 57, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 51}]"
