utt,labels,tokenized
nothing here,"KnowledgeSharing{exists:{nothing},location:{here}}",[13]
okay nothing here probably inside the map search path icon,0,[0]
do they,0,[0]
there is a no it's a long stretch but at the very top right there's a critical that hasn't been done yet have we clear,"KnowledgeSharing{exists:{a critical},location:{at the very top right}}/CriticalVictim","[13, 1]"
what about L3 all that stuff,Question{topic:{L3}}/Room,"[17, 3]"
M4 I believe oh,Room,[3]
PSI c l 4 month will like,0,[0]
okay found,0,[0]
critical here like in LA for I need somebody to like,"KnowledgeSharing{exists:{critical},location:{here}}/CriticalVictim/HelpRequest{agent:{I},helper:{somebody}}",[13]
L3 own ice so L3 L4 both are like nice we need,Room/Room/Room,"[3, 3, 3]"
okay I'm I'm coming to L4 first and B B NG medic,"Movement{agent:{I}}/Precedence{first:{I'm coming to L4},second:{B}}/Room/Room/Medic","[10, 3, 3, 6]"
I can't get in the door there you go,0,[0]
okay I will take it yep,"Plan{topic:{take it},agent:{I}}",[20]
yeah,0,[0]
L3 is yeah,Room,[3]
just leaving critical people around,Instruction{topic:{leaving critical people around}}/CriticalVictim,"[19, 1]"
yeah yeah B give you what is this it's a type c yeah it's a type c,CriticalVictim,[1]
mmm oh yeah this is also critical,CriticalVictim,[1]
oh I'm sorry we need to awaken,HelpRequest{agent:{we}},[16]
yo why is nothing happening,Question{topic:{nothing happening}},[17]
okay can you heal the yeah,YesNoQuestion{topic:{you heal}},[18]
what type of C,Question{topic:{type of C}}/CriticalVictim,"[17, 1]"
okay oh you got it it's yours,0,[0]
oh there we go you got them okay I will take both types these,"Plan{topic:{take both types},agent:{I}}",[20]
okay critical,CriticalVictim,[1]
oh gosh is there anywhere on the marker on the map that we haven't marked right,MarkerBlock,[8]
oh that one was broken or not broken but C this one to this one is critical and it's not giving me points,CriticalVictim,[1]
yeah,0,[0]
okay we could hear oh my gosh I've nothing left I don't know what else to do,0,[0]
yeah I got em checking all the regular now we just have regular people,Victim,[2]
I'm just saying,0,[0]
get ready,Instruction{topic:{get ready}},[19]
here comes,0,[0]
Zoom,0,[0]
this is the America just finished a certain way,0,[0]
engineer has no questions,Engineer,[4]
no,0,[0]
engineer okay,Engineer,[4]
I'm,0,[0]
yeah,0,[0]
I will say I don't think we're going to get to all of them and that's the point but I was given rooms with the most known damage which is more likely to have critical victims so the ones with the most damage or 1485 and C floor and,Room/CriticalVictim,"[3, 1]"
okay,0,[0]
because I can't walk very fast,0,[0]
they're worth way more,0,[0]
yeah those are good suggestion so I can move them outside and then change the signs the labels,"Plan{topic:{move them outside},agent:{I}}/Precedence{first:{I can move them outside},second:{change the signs the labels}}",[20]
yeah I'm going to start I'm going to start in the A4 corner where there's the warning signs okay,"Plan{topic:{start in the A4},agent:{I}}/Room","[20, 3]"
A1 up down up to okay sounds good I will follow you then and I'll mostly focus on regular victims until you get some are until we find some more critical ones,"Room/Precedence{first:{follow you},second:{focus on regular victims}}/Plan{topic:{follow you},agent:{I}}/Plan{topic:{focus on regular victims},agent:{I},codition:{we find some critical ones}}/Victim/CriticalVictim","[3, 11, 2, 1]"
right,0,[0]
transporter if you're not far do you wanna help me with this A2 this is medic sorry,"Transporter/HelpRequest{agent:{me},location:{A2},helper:{transporter}}/Room/Medic","[5, 16, 3, 6]"
brilliant do you want to take them now or do you want me to move them okay perfect and I'll change the sign,"Question{topic:{take them now}}/Question{topic:{want me to move them}}/Plan{topic:{change the sign},agent:{I}}/MarkerBlock","[17, 8]"
that was a critical yeah,CriticalVictim,[1]
engineer I'm sorry just to check in where you're at,Engineer/Question{topic:{you are at}},"[4, 17]"
B5 okay,Room,[3]
okay,0,[0]
yeah,0,[0]
yeah,0,[0]
this was an a victim and then there's a critical inside as well if you could come in,Victim/CriticalVictim,"[2, 1]"
thank you and then I can move them outside the door is blocked again,"Precedence{second:{I can move them outside}}/Plan{topic:{move them outside},agent:{I}}",[11]
yeah,0,[0]
I'll just an actual firing,0,[0]
I'll grab the critical one,"Plan{topic:{grab the critical one},agent:{I}}/CriticalVictim","[20, 1]"
there's no one else in here right,"KnowledgeSharing{exists:{no one else},location:{here}}",[13]
the signal,0,[0]
no there's nothing there engineer this is medic could you clear the door,"KnowledgeSharing{exists:{nothing},location:{there}}/Engineer/Medic/YesNoQuestion{topic:{clear the door}}",[13]
thank you,0,[0]
okay,0,[0]
okay,0,[0]
right,0,[0]
some of the icon C which buildings are going to trap you K2 and j4 Rule,"Question{topic:{buildings are going to trap you},location:{K2 and j4}}/Room/Room","[17, 3, 3]"
I'm actually going to ditch this,"Plan{topic:{ditch this},agent:{I}}",[20]
okay,0,[0]
which way are you going into I do,Question{topic:{way are you going into}},[17]
okay,0,[0]
get the critical,Instruction{topic:{get the critical}}/CriticalVictim,"[19, 1]"
okay,0,[0]
perfect we can move them outside,YesNoQuestion{topic:{move them outside}},[18]
thank you,0,[0]
yeah I say the very bottom right room the blue one,Room,[3]
actually let's move already the M1 because I want has a critical,Instruction{topic:{move the M1}}/Room/CriticalVictim,"[19, 3, 1]"
oh,0,[0]
I'm actually already locked in yeah,HelpRequest{agent:{I}},[16]
thank you,0,[0]
yeah that's why do you have,Question{topic:{you have}},[17]
I'm here,"ReportLocation{agent:{I},location:{here}}",[14]
yeah,0,[0]
don't be so we've gone to every room so we,Room,[3]
yeah SOS and then the ones in the top left outside of B8 are ready to be picked up as well transporter,MarkerBlock/Instruction{topic:{ready to pick up}}/Room/Transporter,"[8, 19, 3, 5]"
oh perfect okay,0,[0]
what what type of victim was the first one that you did,Question{topic:{type of victim}}/Victim,"[17, 2]"
okay,0,[0]
wait,Instruction{topic:{wait}},[19]
yeah,0,[0]
okay M1,Room,[3]
are you trapped inside,YesNoQuestion{topic:{trapped inside}},[18]
the critical okay there's a victim in M1 you,"CriticalVictim/KnowledgeSharing{exists:{a victim},location:{M1}}/Victim/Room","[1, 13, 2, 3]"
yeah,0,[0]
I can walk over there over here,"Plan{topic:{walk over there},agent:{I}}",[20]
we can delete one,"Plan{topic:{delete one},agent:{we}}",[20]
so I think let's just focus on the critical is then,Instruction{topic:{focus on the critical}}/CriticalVictim,"[19, 1]"
and we should try to grab the people if they're not inside yet so transporter,YesNoQuestion{topic:{grab the people if they're not inside}}/Transporter,"[18, 5]"
j4,Room,[3]
I thought there was someone yeah there's two people in here,"KnowledgeSharing{exists:{two people},location:{here}}",[13]
both,0,[0]
then all the way around behind here,0,[0]
thank you and then I left a b person thank you,Victim,[2]
okay,0,[0]
oh oh they're in here,"KnowledgeSharing{exists:{they},location:{here}}",[13]
other three in here okay,"KnowledgeSharing{exists:{other three},location:{here}}",[13]
yeah they're all critical okay,CriticalVictim,[1]
so okay I'll walk over there,"Plan{topic:{walk over there},agent:{I}}",[20]
okay,0,[0]
is C right here sorry is there anyone in the never mind,YesNoQuestion{topic:{anyone in the}},[18]
oh wait do we need to get them in the zone,YesNoQuestion{topic:{we need to get them in the zone}},[18]
yeah,0,[0]
so I think you need to clear it out,"Instruction{topic:{clear it out},agent:{you}}",[19]
okay I'm coming,Movement{agent:{I}},[10]
I'm coming,Movement{agent:{I}},[10]
I didn't know this is a rubble room right,Rubble/Room,"[7, 3]"
okay their space now I'm putting them in,"Plan{topic:{puttig them in},agent:{I}}",[20]
here we have 41 seconds left,0,[0]
oh wait did we clear this room,YesNoQuestion{topic:{clear this room}}/Room,"[18, 3]"
I think we clear this one I'm sorry I think we forgot to remove the label,MarkerBlock,[8]
oh right,0,[0]
easy 10 seconds,0,[0]
okay,0,[0]
ouch,0,[0]
videos,0,[0]
transporter complete,Transporter,[5]
awesome thank you,0,[0]
where is here,Question{topic:{here}},[17]
look,Instruction{topic:{look}},[19]
medic no questions,Medic,[6]
I think our strategy was good last time I think this time it's just a matter of,0,[0]
yeah we have C,0,[0]
I definitely am really slow but I'm also required to be like kind of following you I can tell you which rooms you shouldn't go in without me but like they're all the way across the map so when you enter them I'm going to have to walk across with you,"Plan{topic:{can tell},agent:{I},condition:{following you},solution:{which room you shouldn't go}}/Room/Plan{topic:walk across with you,agent:{I}}",[20]
let's try and keep the engineer from walking as much as little as possible,"Plan{topic:{walking as mush as little possible},agent:{engineer}}/Engineer","[20, 4]"
but,0,[0]
yeah just long distances,0,[0]
hmm,0,[0]
so for transporter you don't have to go into the room to see if there's someone in it right,"Transporter/Instruction{topic{go into the room},agent:{you}}/Room","[5, 19, 3]"
hmm,0,[0]
okay,0,[0]
um so I have the list of I feel like a I feel like I should have paid attention to this more last time but I have the list of rooms with meetings and I think you have a list of rooms with a lot of damage and I think if we do like a Venn diagram of those rooms,Room/Meeting,"[3, 9]"
yes you said yours is meeting,Meeting,[9]
yeah so there's like meetings in some of the rooms and I think those are the rooms with supposedly more victims yeah,"KnowledgeSharing{exists:{meeting},agent:{some of the rooms}/Meeting/Room/KnowledgeSharing{exists:{victim},location:{rooms}}/Victim/Room","[13, 2, 3]"
oh,0,[0]
why doesn't,0,[0]
and A1 and 881 and B2 or moderate damage the other my other rooms aren't the same,Room/Room,"[3, 3]"
okay,0,[0]
zoom2 meeting or faculty meeting,Meeting/Meeting,"[9, 9]"
okay how many people are at that one,Question{topic:{people at that one}},[17]
to lunch has to in management meeting is to,Meeting,[9]
okay,0,[0]
lunch is to and management meeting is to okay so I'm going to assume that means the other ones,Meeting/Meeting,"[9, 9]"
fine,0,[0]
if I was going to A3 there's a lot of damage in there so I have to go in with them,"KnowledgeSharing{exists:{a lot of damage},location:{A3}}/Room","[13, 3]"
yeah I'm inside already there's two critical victims are there's a critical victim in here anyway so you know another person,"ReportLocation{agent:{agent},location:{insde}}/CriticalVictim","[14, 1]"
you're at A3,Room,[3]
thank you,0,[0]
then I can grab him up here,"Plan{topic:{grab them up},agent:{I}}",[20]
grab them and just put them outside don't even worry about move them,Instruction{topic:{grab them}}/Instruction{topic:{put themoutside}},[19]
and then can you put down a placement marker engineer or an SOS marker,YesNoQuestion{topic:{put down a placement marker}}/MarkerBlock/Engineer/MarkerBlock,"[18, 8, 4, 8]"
come on,Instruction{topic:{come on}},[19]
just those two,0,[0]
okay yeah I don't see anyone else either,"KnowledgeSharing{existis:{anyone else},location:{here}}",[13]
I think this room is clear,Room,[3]
Hall exam View,0,[0]
because it's the same room so if we don't enter twice B last,Room,[3]
I'll come in with you because I'm here here as well,"Plan{topic:{come with you},agent:{I}}",[20]
okay yeah,0,[0]
there's nothing in here just a bunch of doors to nothing,"KnowledgeSharing{exists:{nothing},location:{here}}",[13]
sorry,0,[0]
work my way up to B6 then,Room,[3]
okay,0,[0]
I think there was a meeting in B6 actually so this one should have multiple yeah there's three,"KnowledgeSharing{exists:{meeting},location:{B6}}/Meeting/Room","[13, 9, 3]"
and I can grab one at a time,"Plan{topic:{grab one},agent:{I}}",[20]
once they're awake I don't have to be here right I can leave floor,0,[0]
where,0,[0]
no so though,0,[0]
yeah,0,[0]
oh my God,0,[0]
this one I think I've damaged,Victim,[2]
he was someone,0,[0]
wait,Instruction{topic:{wait}},[19]
another one got please,HelpRequest,[16]
where are you,Question{topic:{you}},[17]
G,Room,[3]
oh thank you so much all right,0,[0]
nothing,0,[0]
awaken you E1 s,Room,[3]
okay this I'm just going to put this guy right here there you go I guess I'm not getting the room sorry,"Plan{topic:{put this guy right here},agent:{I}}/Room","[20, 3]"
to drop role on us,Instruction{topic:{drop the role on us}},[19]
I said be careful medic whenever you're not near the engineer I'd say that's when you're likely to,"Instruction{topic:{be careful},agent:{medic}}/Medic/Engineer","[19, 6, 4]"
okay,0,[0]
just until engineer your back on this side or someone's back on this side so I can get the other critical Zone because there's a lot on this side,"Engineer/Plan{topic:{get the other critical zone},agent:{I}}","[4, 20]"
I'm almost done with my run around,0,[0]
okay I'm walking backwards the other side,"Plan{topic:{walking bakcward},agent:{I}}",[20]
as well I see you,0,[0]
yeah,0,[0]
okay there's,0,[0]
there's damage in there as well or did that C2,"KnowledgeSharing{exists:{damage},location:{C2}}/Room","[13, 3]"
C2 doesn't have anyone inside,Room,[3]
this is a type B victim,Victim,[2]
oh it just disappeared hook Echo,0,[0]
okay I'll grab the critical yeah,"Plan{topic:{grab the critical},agent:{I}}/CriticalVictim","[20, 1]"
OK Google Google,0,[0]
C5 I'm coming in here yeah,"Room/Plan{topic:{coming},agent:{I}}","[3, 20]"
there's a lot of critical tools for on the right side,CriticalVictim,[1]
I'll grab this guy when you're done,"Plan{topic:{grab this guy},agent:{I},condition:{when you're done}}",[20]
yeah have you guys been having to break blocks twice okay,YesNoQuestion{topic:{you break blocks}},[18]
okay,0,[0]
yeah,0,[0]
yeah if you want to do like the i j hallway,Room,[3]
yeah that's what I'm doing right now,0,[0]
okay cool and then when you get all of them then you can probably help faster than I can with the,"Instruction{topic:{help faster},agent:{you}}",[19]
oh,0,[0]
yeah I just realized,0,[0]
I'm on the wrong side that I wanted to be on sorry,0,[0]
there's a guy over here yeah,"KnowledgeSharing{exists:{a guy},location:{over here}}",[13]
I just saw a GPS signal,KnowledgeSharing{exists:{GPS signal}},[13]
yeah I also lost GPS signal,0,[0]
okay so we're going to have to save them,"Plan{topic:{save them},agent:{we}}",[20]
we can just we can just go down this hallway that we're currently because we already have everything written at least,"Plan{topic:{go down hallway},agent:{we}}",[20]
that's it,0,[0]
so I'm going and I3 out,Room,[3]
okay perfect,0,[0]
yeah each one of these I'm having to break twice,0,[0]
I'm going to skip this regular one for now because I think there's a lot of critical Zone the other side,"Plan{topic:{skip this regular},agent:{I}}/Victim/KnowledgeSharing{exists:{a lot of critical zone},location:{the other side}}/Room","[20, 3]"
I'm getting the rubble there,Rubble,[7]
middle coming in,Movement,[10]
yeah,0,[0]
that really messed me up,0,[0]
yeah,0,[0]
yeah now I can't see I have to run around that was how I was fine everything now I have to just kind of honestly I think we're going to do worse this time because I'm not going to be able to move,0,[0]
yeah,0,[0]
I was broke,0,[0]
okay,0,[0]
okay,0,[0]
it's not a normal person over here okay I'm tripping other is right okay let's start over,"KnowledgeSharing{exists:{normal person},location:{here}}/Plan{topic:{start over}}",[13]
okay here it is oh my God okay,0,[0]
we just came down this way then go is there another Hall,"Precedence{first:{we just come down this way},second:{go}}",[11]
well there is and there's one person at the very end yeah yeah I was gonna say let's go to the middle of the seems very far out of the way,"KnowledgeSharing{exists:{one person},location:{at the very end}}",[13]
yeah,0,[0]
I C,0,[0]
okay I'm here,"ReportLocation{agent:{I},location:{here}}",[14]
well,0,[0]
sorry B on you,Room,[3]
what everyone in this room yeah,Room,[3]
yeah it's quite a few here,"KnowledgeSharing{exists:{quite a few},location:{here}}",[13]
I think there's still a actually I can tell,0,[0]
which side I'm referring to,Question{topic:{side I'm referring to}},[17]
yeah I'm sorry I couldn't find you,0,[0]
okay,0,[0]
there's someone in here,"KnowledgeSharing{exists:{someone},location:{here}}",[13]
and then over here,Precedence{second:{over here}},[11]
there,0,[0]
this one's a problem,0,[0]
yeah that was it,0,[0]
and I really forgot,0,[0]
yeah,0,[0]
30 seconds,0,[0]
oh,0,[0]
yeah,0,[0]
okay let's go boy the other way,Instruction{topic:{go the other way}},[19]
okay I'm sorry,0,[0]
can we make that we cannot,YesNoQuestion{topic:{we make that}},[18]
okay,0,[0]
yeah there's one more critical up on by the m so,CriticalVictim,[1]
yeah,0,[0]
the medic is finished with the survey,Medic,[6]
and here is completed,0,[0]
pass C what the hell's going on with my overlay,0,[0]
 all right all right,0,[0]
 before every sentence,0,[0]
 and same as before grab your tools by clicking on your role block,0,[0]
 one more moment,0,[0]
 any last minute questions before we begin Mission 1,0,[0]
 okay it's transporter tool question great so just keep looking at that Rubble wall we're going to go ahead and start mission 1 in 5 4 3 2 1,"Transporter/Instruction{topic:{keep looking at that Rubble wall}}/Rubble/Plan{topic:{go ahead and start mission 1}, agent:{we}}","[5, 19]"
okay so I dunno room engineer knows rooms with known damage and i4a E5 and C4 are most likely to have critical victims we also know M1 D2 and I2 are dangerous and likely to have critical victims and then possibly M3 B9 and a two,Room/Engineer/Room/Room/Room/Room/CriticalVictim/Room/Room/Room/CriticalVictim/Room/Room/CriticalVictim,"[3, 4, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 1]"
 contact with ice transporter were what area did you guys want to start at fairs,Instruction{topic:{contact with}}/Transporter/Question{topic:{area}},[19]
 so as medic I can see which meetings were meant to be happening today so which room is are being utilized by people and so I saw some overlap A2 C4 M3,Medic/Meeting/Room/Room/Room/Room,"[6, 9, 3, 3, 3, 3]"
okay,0,[0]
I'm not sure I might show me the same information I notice is that there's critical victims are likely to be an area the most severe damage we have like events so we have two or more attendees at a management meeting lunch a project meeting is it's just information that I'm getting are you guys seeing that to you,CriticalVictim/Meeting/Meeting,"[1, 9, 9]"
 I'm not sure it will show me the same information I noticed that there's critical victims are likely to be there yet the most severe damage we have like event so we have two or more attendees at management meetings lunch project as it's just information I'm getting are you guys saying that to you it looks like just you actually yes I'm not sure what room is correlated with what if it seems like a makes up our information so,CriticalVictim/KnowledgeSharing{exists:{critical victims}}/Meeting/Meeting,"[1, 13, 9, 9]"
 it seems like a mix of our information so I think we should start on the left hand side probably push through C2 and a tour C4 and a two and then move through the other rooms that you have marked as meeting rooms,"Instruction{topic:{shoud start on the left hand side}}/Instruction{topic:{push through}}/Room/Room/Instruction{topic:{move through}}/Precedence{first:{push through}, secod:{move through}}/Room/MarkerBlock/Room","[19, 3, 8, 3]"
 yep so let's start with that I think it might be worthwhile for transport to just to run across all the rooms and mark them and I'll follow medic,Instruction{topic:{start with that}}/Medic,"[19, 6]"
 let's move up the C side first,Instruction{topic:{move up}},[19]
 let's move up the C side first gonna go C sight,Instruction{topic:{move up}},[19]
 this is the danger room so I'll go in with you and Kinnear going with medic,Room/Medic,"[3, 6]"
 outside C1 transporter here is not advisor,Room/Transporter,"[3, 5]"
 can you place a marker for that just in case,YesNoQuestion{topic:{you place a marker}}/MarkerBlock,"[18, 8]"
 all right I'll bring B back to Zone,0,[0]
 the transporter here just go on down the row of C is all the open the doors for the rooms that have victims and I'll leave markers so the close doors with the no victim marker is obviously no victim,"Transporter/Instruction{topic:{go on}}/Room/Victim/MarkerBlock/Plan{topic:{leave markers}, agent:{I}}/Victim/MarkerBlock/Victim","[5, 19, 2, 8, 2]"
 C2 is clear,Room,[3]
 all right so I went down this whole row transporter here went down the whole row of C6 and got B9 over here at the edges well I'll clear,Transporter/Room/Room,"[5, 3, 3]"
 all right so what else you doing here hanging out bring me food I got a nice ing friend Alliance,Question{topic:{you doing}}/Instruction{topic:{bring me food}},[17]
 you stay for part of it I had to put put it whole new battery in like laptop done that with a slug,0,[0]
 transporter here just making my way around the loop here I'm at A1 to A4 there's a few critical victims I just pass that I marked and a single regular victim,"Transporter/Movement{agent:{my}}/ReportLocation{agent:{I}, location:{A1 to A4}}/Room/Room/KnowledgeSharing{exists:{a few critical victims}}/MarkerBlock/Victim","[5, 10, 8, 2]"
 you should stop,Instruction{topic:{should stop}},[19]
 what yes that's exactly what you should not do,0,[0]
 blue,0,[0]
C is going to take yeah Toni Marie has open b as well as the color overlay yeah you mad so mad illusion we found,0,[0]
 engineer is clearing out B7 we got a couple victims in here,Engineer/Room/Victim,"[4, 3, 2]"
 transport will take type A,Victim,[2]
 transporter is heading there now,"Transporter/Movement{agent:{transporter}, location:{there}}","[5, 10]"
 but if you want to book a karaoke room we gotta get a headcount soon and B tomorrow oh this Friday you C we do B you wow so you're not rearranging my schedule so I can hang out this weekend and what fun would that be,0,[0]
 actually I'm going to transport here I'm going to take these two victim critical victims back to the save zones that are in the hallway,"Plan{topic:{transport here}, agent:{I}}/Plan{topic:{take these two victim}, agent:{I}}/Victim/CriticalVictim/Triage{agent:{I}, target:{these two victim critical victims}, location:{the save zones}}",[20]
 I'll take this a back,"Plan{topic:{take this a back}, agent:{I}}/Triage{agent:{I}, target:{this a}, location:{back}}",[20]
 transporter just finished taking the two victims to the critical area where are you guys located at the moment,"Transporter/Victim/Triage{target:{the two victims}, location{the critical area}}","[5, 2, 12]"
 near Zone a and in the north we should clear out B7 if Abel,"Instruction{topic:{should clear out}, agent:{we}}/Room","[19, 3]"
 okay,0,[0]
 they are not quite ready yet but we can bring them outside that way medic can take care of them,Medic,[6]
 brought outside North Door of B7 in the,Room,[3]
 on my way,Movement{agent:{my}},[10]
 I'll put an SOS symbol to make it easier to find,"Plan{topic:{put an SOS symbol}, agent:{I}}",[20]
 transporter here I got trapped in the room you upload the j4 between mission to do that in three minutes is clear video files here B button getting that man die,"Transporter/HelpRequest{agent:{I}, location:{in the room}}/Room","[5, 16, 3]"
 make sure that's not clear that's the quickest thing I do that won't download videos,Instruction{topic:{make sure}},[19]
 clearing out C8 right now,Room,[3]
 metadata is the easiest way we can amend cheese after this I don't have time I will bully,0,[0]
 C8 should be fine no Rebels covering doors are we missing anything in a,Room,[3]
anything and A2,Room,[3]
 all right,0,[0]
 if you have and then are we C are we did we get everyone on the right North or South Zone actually now that I'm thinking about it,YesNoQuestion{topic:{we get everyone}},[18]
 we've cleared out A and B and C I think we're ready for lower d,0,[0]
 I'm not going to look at that building,"Plan{topic:{look at}, agent:{I}}",[20]
 all right,0,[0]
 D2 is dangerous,Room,[3]
 back when I was really in a relationship,0,[0]
 coming to clear,0,[0]
 Zone C is open,0,[0]
 all right,0,[0]
 D4 c om,Room,[3]
 transporter here we have a critical victim at D3,"Transporter/CriticalVictim/Room/KnowledgeSharing{exists:{a criticl victim}, location:{D3}}","[5, 1, 3, 13]"
 transporter here we have a critical victim H2 C Detroit achieved here and open it doesn't make sense because it costs more than us kilowatt taking price per kilowatt hours double X and B button 15 days we only managed to spend $20,"Transporter/CriticalVictim/Room/KnowledgeSharing{exists:{a criticl victim}, location:{H2}}","[5, 1, 3, 13]"
 unblocking data storage,0,[0]
 because it's nice Transporter 2,Transporter,[5]
 yeah I believe I'll D rooms are cleared,Room,[3]
 I have not there is a critical victim detected here at H1,"CriticalVictim/Room/KnowledgeSharing{exists:{a critical victim}, location:{H1}}","[1, 3, 13]"
 so yeah they're an h1a hear the sub room we have a regular victim and a critical victim in this room,"Room/Room/KnowledgeSharing{exists:{a regular victim and a critical victim}, location:{this room}}","[3, 3, 13]"
 Boop,0,[0]
 mark this room clear,MarkerBlock/Room,"[8, 3]"
 okay,0,[0]
 perfect engineer dropping off,Engineer,[4]
 I don't know,0,[0]
would you guys want to go up from,YesNoQuestion{topic:{topic:{you uys want to go up from}},[18]
 so the transporter going to f-----,Transporter,[5]
trying to save your mind,0,[0]
 D2 and M5 so check on my map now for that,Room/Room,"[3, 3]"
 G3 has two victims,"Room/Victim/KnowledgeSharing{exists:{two victims}, locatin:{G3}}","[3, 2, 13]"
 said he doesn't want to hang out with us this weekend so Friday is our only chance no Friday I want to hang out yeah but you don't want to hang out with this Saturday Sunday that's just a map to find out,0,[0]
 I didn't know you guys were two peas in a pod on the weekends help you don't stay in the weekend otherwise you could B,0,[0]
 make sure you don't know why you don't want anymore,Instruction{topic:{make sure}},[19]
 critical victim in E2 or E3 my bed,"CriticalVictim/Room/Room/KnowledgeSharing{exists:{critical victim}, location:{E2 or E3}}","[1, 3, 3, 13]"
 transporter taking this a victim,"Transporter/Triage{agent:{transporter}, target:{this a victim}}/Victim","[5, 12, 2]"
 against his you know they cut taxes for the rich that they do a lot of things sure Ukraine and Russia yeah right nothing to do with it was also his friend,0,[0]
 as long as they get to the right letter,0,[0]
 guest place she thought to quote one of his tweets was like s are paying school open oil,0,[0]
 transporter getting his bearings checking G2,Transporter/Room,"[5, 3]"
 in terms of like tool over gas basically gas prices are too low in this is bad for America it's what you want so who close the Excel pipeline the only thing that would have made us like you know around opinion Pipeline and the natives close that down because they got upset we tell when B help close that like his first we can do as president yeah so you didn't want it in the first place we did I think everybody wanted so there are tall woman destroy i1a B the first Keystone Pipeline was the one,0,[0]
 very move to eye,Instruction{topic:{move}},[19]
 transport going down the North End of eye,Transporter/Movement{agent:{transporter}},"[5, 10]"
 engineer got a little lost heading to the south end of eye,Engineer/Movement{target:{the south end of eye}},"[4, 10]"
 another critical victim right behind that j4,"CriticalVictim/KnowledgeSharing{exists:{another critical victim}, location:{right behind that j4}}/Room","[1, 13, 3]"
 so transporter just going down this row here making sure there's no victims and marking,Transporter/Movement{agent:{transporter}}/KnowledgeSharing{exists:{no victims and marking}}/Victim/MarkerBlock,"[5, 10, 2, 8]"
 i4a will be dangerous,"Transporter/CriticalVictim/Room/KnowledgeSharing{exists:{a criticl victim}, location:{D3}}","[5, 1, 3, 13]"
 on my way,Movement{agent:{my}},[10]
 going to be i4a we can hang like we always help C you're not gonna go with meat and veggies and we're going no you and I are going right as I finish here but you won't be done because we're ahead of us I like 10 minutes we're finishing mission 1 he doesn't need to be there okay 12 seconds,Room,[3]
 transporter here,Transporter,[5]
 help,HelpRequest,[16]
okay mission one is done thank you guys very much go ahead and disconnect from the server and they're either they're ready to continue,Instruction{topic:{disconnect from the server}},[19]
 engineer thank you,Engineer,[4]
 I don't want your browser has to be building on the survey when you are done it's probably that has no and a tin can you be sure that your browser's are inauguration,0,[0]
 yeah how far back are you guys decide OK button you can wait five minutes I'll be eating my cheese I'll see you guys there,0,[0]
 yeah I mean I'm not going to make it by seven but I need to get there as soon as I can then she's wow,0,[0]
 this time I know I'm not listening open that go make you bring in food during that session and I'll be  about it yeah I'm very glad about the complain about that and that's true yeah I think wow,0,[0]
all right button is up he's close this light and help me please door b b are closed,HelpRequest{agent:{me}},[16]
 for example if you note that once again B Rubble wall room the starting zone will remain in place for two minutes you may use this time for discussion C8 / T thank you narrator just waiting an extra,Rubble/Room/Room,"[7, 3, 3]"
 good everybody can connect to server one please,0,[0]
 and then stand on your starting position there,0,[0]
nope,0,[0]
 no question here from transporter all right we are going to start and then you'll get two minutes before that wall disappears again to discuss amongst yourselves let's start in 5 4 3 2 1,"Transporter/Plan{topic:{start}, agent:{we}}/Precedence{first:{we are going to start}, second:{you'll get two minutes}}","[5, 20]"
 alrighty do you want to go over the meeting room first,YesNoQuestion{topic:{you want to go over}}/Meeting/Room,"[18, 9, 3]"
 and then it mentions there's two or more attendees and Technical exchange meeting lunch and management meeting,KnowledgeSharing{exists:{two or more attendees and Technical exchange meeting lunch and management meeting}}/Meeting/Meeting,"[13, 9, 9]"
 okay does that,0,[0]
 does that match any of the information you have medic,YesNoQuestion{topic:{that match any of information}}/Medic,"[18, 6]"
okay we're any of those the cancelled meetings transport,Meeting,[9]
 okay so we'll skip those for now can you go over the ones that weren't cancelled one more time on the left side,"Plan{topic:{skip those}, agent:{we}}/YesNoQuestion{topic:{you go over}}/Meeting","[20, 9]"
 yeah so we have the ones with two or more attendees are technical exchange meeting lunch management meeting,Meeting/Meeting/Meeting,"[9, 9, 9]"
 yeah management meeting,Meeting,[9]
 CH management meeting remembers medic technical exchange is B6 lunch is F4 and what was that final one transporter management and management building management meeting that's 15 minutes what you want to do,Meeting/Medic/Room/Room/Question{topic:{that final one}}/Transporter/Meeting/Question{topic:{want to do}},"[9, 6, 3, 3, 17]"
 and then what was the room number for the lunch room B,Precedence{second:{then}}/Question{topic:{the room number}}/Room,"[11, 3]"
 B6 B6 got it so yeah those are the critical two or more attendees,Room/Room/CriticalVictim,"[3, 3, 1]"
 our tennis player has one red as we go,0,[0]
 yep,0,[0]
 engineer will rush to B6 to try and clear the rubble there,Engineer/YesNoQuestion{topic:{rush to B8}}/Room/Rubble,"[4, 18, 3, 7]"
 You Back by letting you be my friend,0,[0]
 E4,Room,[3]
 B6,Room,[3]
 transporter here I'm just going to go around and just kind of start marking anything I can,Transporter/Plan{topic:{go around and just kind f start marking}}/MarkerBlock,"[5, 20, 8]"
 B6 is cleared,Room,[3]
 B5 full Rubble checking out,Room/Rubble,"[3, 7]"
